COMMUNITY,TYPE,LATITUDE,LONGITUDE,HA_CODE,HA_ID,HA_NAME,HSDA_CODE,HSDA_ID,HSDA_NAME,LHA_CODE,LHA_ID,LHA_NAME,LHA18_CODE,LHA18_ID,LHA18_NAME
GRAND RAPIDS,COM,54.7833,-124.8833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
GRANDVIEW,NEI,49.05,-122.7333,HA2,2,Fraser,HSDA23,23,Fraser South,LHA202,202,South Surrey/White Rock,LHA234,234,South Surrey/White Rock
GRANDVIEW BENCH,COM,50.65,-119.15,HA1,1,Interior,HSDA13,13,Okanagan,LHA78,78,Enderby,LHA139,139,Enderby
GRANDVIEW-WOODLANDS,NEI,49.2833,-123.0667,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA162,162,Downtown Eastside,LHA322,322,Vancouver - Centre North
GRANISLE,VIL,54.8833,-126.2167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
GRANITE,COM,49.4833,-117.3667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
GRANITE BAY,LOC,50.2333,-125.3,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
GRANTHAM,COM,49.7667,-125.0167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
GRANTHAMS LANDING,COM,49.4167,-123.5,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
GRASMERE,LOC,49.1,-115.0833,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
GRASSY PLAINS,LOC,53.9667,-125.8833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
GRAY CREEK,COM,49.6333,-116.7833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
GREAT CENTRAL,LOC,49.3167,-124.9833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
GREEN RIVER,RWY,50.2167,-122.8833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
GREENDALE,COM,49.1167,-122.05,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
GREENVILLE,COM,55.0333,-129.5667,HA5,5,Northern,HSDA51,51,Northwest,LHA92,92,Nisga'a,LHA518,518,Nisga'a
GREENWOOD,CTY,49.1,-118.6833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA13,13,Kettle Valley,LHA127,127,Kettle Valley
GRINDROD,COM,50.6333,-119.1167,HA1,1,Interior,HSDA13,13,Okanagan,LHA78,78,Enderby,LHA139,139,Enderby
GROUNDBIRCH,COM,55.7833,-120.9167,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
GUNDY,LOC,55.6,-120,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
HAGENSBORG,COM,52.3833,-126.55,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA49,49,Bella Coola Valley,LHA336,336,Bella Coola Valley
HAGWILGET,COM,55.25,-127.6,HA5,5,Northern,HSDA51,51,Northwest,LHA53,53,Upper Skeena,LHA513,513,Upper Skeena
HAIDA,RES,54.0389,-132.1875,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
HAIG,COM,49.4,-121.45,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
HAISLA,PO,53.9806,-128.6472,HA5,5,Northern,HSDA51,51,Northwest,LHA80,80,Kitimat,LHA515,515,Kitimat
HALFMOON BAY,COM,49.5167,-123.9167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
HALFWAY RIVER,IR,56.45,-121.8333,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
HAMMOND,RES,49.2115,-122.651,HA2,2,Fraser,HSDA22,22,Fraser North,LHA42,42,Maple Ridge,LHA223,223,Maple Ridge/Pitt Meadows
HANCEVILLE,LOC,51.9194,-123.0417,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
HANEY,NEI,49.2167,-122.6,HA2,2,Fraser,HSDA22,22,Fraser North,LHA42,42,Maple Ridge,LHA223,223,Maple Ridge/Pitt Meadows
HANSARD,RWY,54.0833,-121.8667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
HAPPY VALLEY,NEI,48.4167,-123.5333,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
HARBOUR CHINES,NEI,49.2667,-122.85,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
HARBOUR VILLAGE,NEI,49.2667,-122.8167,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
HARDWICKE ISLAND,LOC,50.4167,-125.9167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
HARRISON HOT SPRINGS,VIL,49.3,-121.7833,HA2,2,Fraser,HSDA21,21,Fraser East,LHA76,76,Agassiz-Harrison,LHA215,215,Agassiz/Harrison
HARRISON MILLS,COM,49.25,-121.95,HA2,2,Fraser,HSDA21,21,Fraser East,LHA76,76,Agassiz-Harrison,LHA215,215,Agassiz/Harrison
HARROGATE,COM,50.9833,-116.45,HA1,1,Interior,HSDA11,11,East Kootenay,LHA18,18,Golden,LHA116,116,Golden
HARROP,COM,49.6,-117.0667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
HART HIGHLANDS,COM,53.9833,-122.8,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
HARTLEY BAY,COM,53.4167,-129.25,HA5,5,Northern,HSDA51,51,Northwest,LHA80,80,Kitimat,LHA515,515,Kitimat
HASLER FLAT,COM,55.6,-121.9667,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
HASTINGS-SUNRISE,NEI,49.2833,-123.0333,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA163,163,North East,LHA323,323,Vancouver - Northeast
HATZIC,COM,49.15,-122.25,HA2,2,Fraser,HSDA21,21,Fraser East,LHA75,75,Mission,LHA214,214,Mission
HAYWARD,RWY,48.8,-123.7167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
HAZELMERE,NEI,49.0333,-122.7167,HA2,2,Fraser,HSDA23,23,Fraser South,LHA202,202,South Surrey/White Rock,LHA234,234,South Surrey/White Rock
HAZELTON,VIL,55.25,-127.6667,HA5,5,Northern,HSDA51,51,Northwest,LHA53,53,Upper Skeena,LHA513,513,Upper Skeena
HECATE,ABL,49.8528,-126.7458,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA84,84,Vancouver Island West,LHA433,433,Vancouver Island West
HEDLEY,COM,49.35,-120.0667,HA1,1,Interior,HSDA13,13,Okanagan,LHA16,16,Keremeos,LHA133,133,Keremeos
HEFFLEY CREEK,COM,50.8667,-120.2667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
HELMUT,LOC,59.4167,-120.8,HA5,5,Northern,HSDA53,53,Northeast,LHA81,81,Fort Nelson,LHA533,533,Fort Nelson
HEMLOCK,REC,49.3772,-121.9349,HA2,2,Fraser,HSDA21,21,Fraser East,LHA76,76,Agassiz-Harrison,LHA215,215,Agassiz/Harrison
HENDRIX LAKE,ABL,52.0972,-120.7903,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
HERIOT BAY,COM,50.1,-125.2167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
HESQUIAT,LOC,49.4,-126.4667,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
HIGHLANDS,DM,48.5167,-123.5,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
HILLCREST,LOC,48.8,-123.8,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
HILLIERS,COM,49.3,-124.4833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA69,69,Qualicum,LHA425,425,Oceanside
HILLS,COM,50.1,-117.4833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA10,10,Arrow Lakes,LHA124,124,Arrow Lakes
HIXON,COM,53.4167,-122.5833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
HKUSAM,LOC,50.3833,-125.9167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
HOLBERG,COM,50.65,-128.0167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
HOLLYBURN,NEI,49.3333,-123.15,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
HOMFRAY CREEK,LOC,50.3,-124.6333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
HONEYMOON BAY,COM,48.8167,-124.1667,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA66,66,Lake Cowichan,LHA422,422,Cowichan Valley West
HOPE,CTY,49.3833,-121.4389,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
HOPETOWN,COM,50.9236,-126.8194,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
HOPINGTON,LOC,49.0833,-122.55,HA2,2,Fraser,HSDA23,23,Fraser South,LHA35,35,Langley,LHA231,231,Langley
HOPKINS LANDING,COM,49.4333,-123.4833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
HORNBY ISLAND,COM,49.5167,-124.6333,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
HORNE LAKE,LAK,49.3333,-124.7,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA69,69,Qualicum,LHA425,425,Oceanside
HORSEFLY,COM,52.3333,-121.4167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
HORSESHOE BAY,COM,49.3667,-123.2667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
HOSMER,COM,49.5833,-114.95,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
HOSPITAL HILL,COM,49.7,-123.15,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
HOT SPRINGS COVE,LOC,49.3667,-126.2625,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
HOUSTON,DM,54.4,-126.6667,HA5,5,Northern,HSDA51,51,Northwest,LHA54,54,Smithers,LHA514,514,Smithers
HOWSER,LOC,50.3,-116.95,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
HUDSON'S HOPE,DM,56,-122,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
HUNTINGDON,COM,49.002,-122.2667,HA2,2,Fraser,HSDA21,21,Fraser East,LHA34,34,Abbotsford,LHA213,213,Abbotsford
HUPEL,COM,50.6167,-118.7667,HA1,1,Interior,HSDA13,13,Okanagan,LHA78,78,Enderby,LHA139,139,Enderby
HUSCROFT,COM,49.0167,-116.4667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
HUTTON,RWY,53.9833,-121.6167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
HYDE CREEK,COM,50.5833,-127,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
HYDRAULIC,LOC,52.6167,-121.7,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
INDIAN ARM,LOC,49.425,-122.9333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
INKANEEP,COM,49.1167,-119.5,HA1,1,Interior,HSDA13,13,Okanagan,LHA14,14,Southern Okanagan,LHA131,131,Southern Okanagan
INVERMERE,DM,50.5167,-116.0333,HA1,1,Interior,HSDA11,11,East Kootenay,LHA4,4,Windermere,LHA114,114,Windermere
IOCO,COM,49.3,-122.8667,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
IRVINES LANDING,LOC,49.6333,-124.05,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
ISKUT,COM,57.8333,-129.9833,HA5,5,Northern,HSDA51,51,Northwest,LHA94,94,Telegraph Creek,LHA519,519,Telegraph Creek
ISLAND CACHE,COM,53.9167,-122.7333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
ISLE PIERRE,LOC,53.95,-123.25,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
JACKFISH LAKE,LAK,55.8,-121.5,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
JADE CITY,LOC,59.2583,-129.625,HA5,5,Northern,HSDA51,51,Northwest,LHA87,87,Stikine,LHA516,516,Stikine
JAFFRAY,COM,49.3833,-115.3,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
JAMES BAY,NEI,48.4167,-123.3833,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA61,61,Greater Victoria,LHA411,411,Greater Victoria
JELLICOE,LOC,49.6833,-120.2833,HA1,1,Interior,HSDA13,13,Okanagan,LHA17,17,Princeton,LHA134,134,Princeton
JERVIS INLET,LOC,49.75,-124.1667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
JESMOND,LOC,51.25,-121.95,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
JEUNE LANDING,COM,50.4333,-127.4833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
JOHNSON HEIGHTS,NEI,49.1833,-122.8,HA2,2,Fraser,HSDA23,23,Fraser South,LHA201,201,Surrey,LHA233,233,Surrey
JOHNSONS LANDING,COM,50.0833,-116.8833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
JORDAN RIVER,PO,48.4167,-124.05,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
JUNIPER RIDGE,COM,50.6667,-120.25,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
JURA,LOC,49.5333,-120.45,HA1,1,Interior,HSDA13,13,Okanagan,LHA17,17,Princeton,LHA134,134,Princeton
JUSKATLA,COM,53.6167,-132.3167,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
KAHNTAH,COM,58.35,-120.9,HA5,5,Northern,HSDA53,53,Northeast,LHA81,81,Fort Nelson,LHA533,533,Fort Nelson
KAKAWIS,LAN,49.1833,-125.9167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
KALEDEN,COM,49.4,-119.6,HA1,1,Interior,HSDA13,13,Okanagan,LHA15,15,Penticton,LHA132,132,Penticton
KAMLOOPS,CTY,50.6667,-120.3167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
KANAKA,LOC,50.1167,-121.5667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
KASLO,VIL,49.9167,-116.9167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
KEATING,NEI,48.5667,-123.4,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA63,63,Saanich,LHA413,413,Saanich Peninsula
KEATS ISLAND,LOC,49.4,-123.4833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
KEEFERS,RWY,50.0167,-121.5333,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
KEITH-LYNN,NEI,49.3167,-123.0667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
KELLY LAKE,COM,55.25,-120.0333,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
KELOWNA,CTY,49.8833,-119.4833,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
KELSEY BAY,RES,50.3958,-125.9583,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
KELVIN,NEI,49.2167,-122.9333,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
KEMANO,COM,53.5667,-127.95,HA5,5,Northern,HSDA51,51,Northwest,LHA80,80,Kitimat,LHA515,515,Kitimat
KENSINGTON-CEDAR COTTAGE,NEI,49.25,-123.0667,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA163,163,North East,LHA323,323,Vancouver - Northeast
KENT,DM,49.2833,-121.75,HA2,2,Fraser,HSDA21,21,Fraser East,LHA76,76,Agassiz-Harrison,LHA215,215,Agassiz/Harrison
KEREMEOS,VIL,49.2,-119.8333,HA1,1,Interior,HSDA13,13,Okanagan,LHA16,16,Keremeos,LHA133,133,Keremeos
KERRISDALE,NEI,49.2167,-123.15,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA164,164,Westside,LHA324,324,Vancouver - Westside
KERSLEY,COM,52.8167,-122.4167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
KETTLE VALLEY,COM,49.05,-118.9333,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA13,13,Kettle Valley,LHA127,127,Kettle Valley
KICKING HORSE,REC,51.3056,-117.0579,HA1,1,Interior,HSDA11,11,East Kootenay,LHA18,18,Golden,LHA116,116,Golden
KIKOMUN CREEK,LOC,49.2333,-115.25,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
KILDONAN,LOC,49,-125,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
KILGARD,COM,49.0667,-122.2,HA2,2,Fraser,HSDA21,21,Fraser East,LHA34,34,Abbotsford,LHA213,213,Abbotsford
KILKERRAN,LOC,55.8333,-120.2667,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
KILLARNEY,NEI,49.2167,-123.0333,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA166,166,South Vancouver,LHA326,326,Vancouver - South
KILLINEY BEACH,COM,50.1833,-119.5,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
KIMBERLEY,CTY,49.6833,-115.9833,HA1,1,Interior,HSDA11,11,East Kootenay,LHA3,3,Kimberley,LHA113,113,Kimberley
KIMSQUIT,LOC,52.8333,-126.95,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA49,49,Bella Coola Valley,LHA336,336,Bella Coola Valley
KINCOLITH,COM,54.9944,-129.9542,HA5,5,Northern,HSDA51,51,Northwest,LHA92,92,Nisga'a,LHA518,518,Nisga'a
KINGCOME INLET,LOC,50.95,-126.2,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
KINGFISHER,COM,50.6167,-118.7333,HA1,1,Interior,HSDA13,13,Okanagan,LHA78,78,Enderby,LHA139,139,Enderby
KINGSGATE,LOC,49,-116.1833,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
KISPIOX,COM,55.35,-127.6833,HA5,5,Northern,HSDA51,51,Northwest,LHA53,53,Upper Skeena,LHA513,513,Upper Skeena
KITAMAAT VILLAGE,COM,53.9806,-128.6472,HA5,5,Northern,HSDA51,51,Northwest,LHA80,80,Kitimat,LHA515,515,Kitimat
KITCHENER,COM,49.1583,-116.3361,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
KITIMAAT VILLAGE,VIL,53.9806,-128.6472,HA5,5,Northern,HSDA51,51,Northwest,LHA80,80,Kitimat,LHA515,515,Kitimat
KITIMAT,DM,54.0528,-128.65,HA5,5,Northern,HSDA51,51,Northwest,LHA80,80,Kitimat,LHA515,515,Kitimat
KITKATLA,COM,53.7936,-130.4314,HA5,5,Northern,HSDA51,51,Northwest,LHA80,80,Kitimat,LHA515,515,Kitimat
KITSAULT,COM,55.4667,-129.4833,HA5,5,Northern,HSDA51,51,Northwest,LHA92,92,Nisga'a,LHA518,518,Nisga'a
KITSEGUECLA,COM,55.0833,-127.8333,HA5,5,Northern,HSDA51,51,Northwest,LHA53,53,Upper Skeena,LHA513,513,Upper Skeena
KITSILANO,NEI,49.2667,-123.1667,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA164,164,Westside,LHA324,324,Vancouver - Westside
KITSUMKALUM,COM,54.5167,-128.6333,HA5,5,Northern,HSDA51,51,Northwest,LHA88,88,Terrace,LHA517,517,Terrace
KITWANCOOL,LOC,55.2667,-128.0667,HA5,5,Northern,HSDA51,51,Northwest,LHA88,88,Terrace,LHA517,517,Terrace
KITWANGA,COM,55.1,-128.0667,HA5,5,Northern,HSDA51,51,Northwest,LHA88,88,Terrace,LHA517,517,Terrace
KLEECOOT,COM,49.3,-124.95,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
KLEENA KLEENE,COM,51.95,-124.8333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
KLEMTU,COM,52.5833,-128.5167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
KLUSKUS,IR,53.1,-124.4833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
KNOUFF LAKE,LAK,50.9911,-120.1219,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
KNUTSFORD,COM,50.6167,-120.3333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
KOKISH,COM,50.5333,-126.85,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
KOKSILAH,COM,48.7667,-123.6833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
KOOCANUSA LAKE,LAK,49.1667,-115.2167,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
KOOTENAY BAY,COM,49.6833,-116.8667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
KRESTOVA,COM,49.45,-117.5833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
KULDO,COM,55.8667,-127.9,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
KUPER ISLAND,ISL,48.9667,-123.65,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA67,67,Ladysmith,LHA423,423,Cowichan Valley North
KUSKONOOK,COM,49.3,-116.65,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
KWINITSA,RWY,54.2167,-129.55,HA5,5,Northern,HSDA51,51,Northwest,LHA52,52,Prince Rupert,LHA512,512,Prince Rupert
KYUQUOT,COM,50.0333,-127.3667,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA84,84,Vancouver Island West,LHA433,433,Vancouver Island West
LAC LA HACHE,COM,51.8167,-121.4667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
LAC LE JEUNE,LOC,50.4833,-120.5,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
LADNER,COM,49.0917,-123.0778,HA2,2,Fraser,HSDA23,23,Fraser South,LHA37,37,Delta,LHA232,232,Delta
LADYSMITH,TWN,48.9833,-123.8167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA67,67,Ladysmith,LHA423,423,Cowichan Valley North
LAGOON,RES,48.4083,-123.4792,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
LAIDLAW,COM,49.3167,-121.6,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
LAKE BUNTZEN,LAN,49.3667,-122.8667,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
