COMMUNITY,TYPE,LATITUDE,LONGITUDE,HA_CODE,HA_ID,HA_NAME,HSDA_CODE,HSDA_ID,HSDA_NAME,LHA_CODE,LHA_ID,LHA_NAME,LHA18_CODE,LHA18_ID,LHA18_NAME
LEJAC,LOC,54.05,-124.75,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
LEMON CREEK,COM,49.7,-117.4833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
LEMORAY,LOC,55.5389,-122.4833,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
LEO CREEK,COM,55.0833,-125.5667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
LIGHTHOUSE POINT,COM,48.8667,-123.2833,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
LIKELY,COM,52.6167,-121.55,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
LILLOOET,DM,50.6833,-121.9333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA29,29,Lillooet,LHA147,147,Lillooet
LILY LAKE,LOC,53.9167,-124.55,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
LINCOLN PARK,NEI,49.2833,-122.75,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
LINDELL,LOC,49.0167,-122.05,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
LINDELL BEACH,COM,49.0333,-122.0167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
LIONS BAY,VIL,49.45,-123.2333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
LISTER,COM,49.05,-116.4667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
LITTLE FORT,COM,51.4167,-120.35,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
LITTLE RIVER,COM,49.7333,-124.9167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
LOGAN LAKE,DM,50.5,-120.8,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
LONE BUTTE,COM,51.55,-121.2,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
LONE PRAIRIE,COM,55.5667,-121.3833,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
LONG BEACH,LOC,49.05,-125.7167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
LONG HARBOUR,LAN,48.85,-123.45,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
LONGBEACH,COM,49.6167,-117.0833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
LONGWORTH,LOC,53.9167,-121.4667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
LOOS,LOC,53.6,-120.7,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
LOUIS CREEK,COM,51.1333,-120.1167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
LOWER CHINA CREEK,COM,49.2167,-117.6833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
LOWER LONSDALE,NEI,49.3167,-123.0667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
LOWER NICOLA,COM,50.15,-120.8833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
LOWER POST,COM,59.9333,-128.5,HA5,5,Northern,HSDA53,53,Northeast,LHA81,81,Fort Nelson,LHA533,533,Fort Nelson
LUMBY,VIL,50.25,-118.9667,HA1,1,Interior,HSDA13,13,Okanagan,LHA22,22,Vernon,LHA136,136,Vernon
LUND,COM,49.9667,-124.7667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
LUST SUBDIVISION,COM,52.95,-122.4333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
LUXTON,NEI,48.4333,-123.5333,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
LYNN VALLEY,COM,49.3333,-123.0333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
LYNNMOUR,NEI,49.3167,-123.0333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
LYNX CREEK,COM,56.0667,-121.8333,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
LYTTON,VIL,50.2333,-121.5667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
MACALISTER,LOC,52.45,-122.4,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
MACKENZIE,DM,55.3,-123.1667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
MADEIRA PARK,COM,49.6167,-124.0167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
MAGNA BAY,COM,50.9667,-119.2833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
MAHATTA RIVER,COM,50.4667,-127.8,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
MAHOOD FALLS,LOC,51.8333,-120.65,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
MAIDEN CREEK,LOC,50.9694,-121.4569,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
MAILLARDVILLE,NEI,49.2392,-122.8621,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
MALAHAT,COM,48.55,-123.5667,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
MALAKWA,COM,50.9333,-118.8,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
MALIBU,LAN,50.1667,-123.85,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
MAMALILACULLA,RES,50.6194,-126.575,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
MAMIT LAKE,LAK,50.3833,-120.8,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
MANNING PARK,COM,49.0667,-120.7833,HA1,1,Interior,HSDA13,13,Okanagan,LHA17,17,Princeton,LHA134,134,Princeton
MANSON CREEK,LOC,55.1667,-124.4833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
MANSONS LANDING,COM,50.0667,-124.9833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
MAPES,LOC,53.8833,-123.8667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
MAPLE BAY,COM,48.8167,-123.6167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
MAPLE RIDGE,DM,49.2667,-122.5,HA2,2,Fraser,HSDA22,22,Fraser North,LHA42,42,Maple Ridge,LHA223,223,Maple Ridge/Pitt Meadows
MAPLEWOOD,NEI,49.31,-123,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
MARA,COM,50.6833,-119.0667,HA1,1,Interior,HSDA13,13,Okanagan,LHA78,78,Enderby,LHA139,139,Enderby
MARGARET BAY,ABL,51.3333,-127.4833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
MARGUERITE,COM,52.5,-122.4333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
MARIGOLD,NEI,48.4667,-123.4,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA61,61,Greater Victoria,LHA411,411,Greater Victoria
MARILLA,LOC,53.7,-125.85,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
MARKTOSIS,COM,49.2833,-126.05,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
MARPOLE,NEI,49.2,-123.1333,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA166,166,South Vancouver,LHA326,326,Vancouver - South
MARTIN PRAIRIE,COM,50.6667,-119.8167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
MARY HILL,NEI,49.2333,-122.7833,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
MARYSVILLE,COM,49.6333,-115.95,HA1,1,Interior,HSDA11,11,East Kootenay,LHA3,3,Kimberley,LHA113,113,Kimberley
MASON CREEK,COM,57.3333,-122.7833,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
MASSET,COM,54.0167,-132.15,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
MATSQUI,URB,49.0833,-122.35,HA2,2,Fraser,HSDA21,21,Fraser East,LHA34,34,Abbotsford,LHA213,213,Abbotsford
MAYFAIR,NEI,49.2333,-122.8208,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
MAYNE,COM,48.85,-123.3,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
MAYNE ISLAND,ISL,48.85,-123.2833,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
MAYOOK,COM,49.4833,-115.5667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA2,2,Cranbrook,LHA112,112,Cranbrook
MCBRIDE,VIL,53.3,-120.1667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
MCCULLOCH,LOC,49.8,-119.1833,HA1,1,Interior,HSDA13,13,Okanagan,LHA15,15,Penticton,LHA132,132,Penticton
MCGREGOR,COM,54.0833,-121.8333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
MCKINLEY LANDING,NEI,49.9667,-119.45,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
MCLEESE LAKE,COM,52.4167,-122.3,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
MCLEOD LAKE,COM,54.9833,-123.0333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
MCLURE,COM,51.05,-120.2333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
MCMURDO,RWY,51.1333,-116.7667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA18,18,Golden,LHA116,116,Golden
MEADOW CREEK,COM,50.2333,-116.9833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
MEADOWBROOK,NEI,49.2667,-122.7833,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
MEARES ISLAND,ISL,59.1833,-133.0167,HA5,5,Northern,HSDA51,51,Northwest,LHA87,87,Stikine,LHA516,516,Stikine
MELDRUM CREEK,LOC,52.1,-122.3333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
MERRITT,CTY,50.1125,-120.7917,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
MERVILLE,COM,49.7833,-125.05,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
MESACHIE LAKE,COM,48.8167,-124.1167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA66,66,Lake Cowichan,LHA422,422,Cowichan Valley West
METCHOSIN,DM,48.3833,-123.5333,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
METLAKATLA,COM,54.3333,-130.4333,HA5,5,Northern,HSDA51,51,Northwest,LHA52,52,Prince Rupert,LHA512,512,Prince Rupert
METROTOWN,URB,49.225,-123,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
MEZIADIN LAKE,LOC,56.1014,-129.3,HA5,5,Northern,HSDA51,51,Northwest,LHA51,51,Snow Country,LHA511,511,Snow Country
MICA CREEK,COM,52,-118.5667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA19,19,Revelstoke,LHA141,141,Revelstoke
MICHEL,RES,49.7,-114.8333,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
MIDDLE RIVER,COM,54.8667,-125.1167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
MIDDLEGATE,NEI,49.2167,-122.95,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
MIDWAY,VIL,49.0167,-118.7667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA13,13,Kettle Valley,LHA127,127,Kettle Valley
MILL BAY,COM,48.65,-123.55,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
MILNER,COM,49.1333,-122.6167,HA2,2,Fraser,HSDA23,23,Fraser South,LHA35,35,Langley,LHA231,231,Langley
MILNES LANDING,COM,48.3833,-123.7,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
MINSTREL ISLAND,COM,50.6167,-126.3,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
MIOCENE,LOC,52.2431,-121.7722,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
MIRACLE VALLEY,COM,49.25,-122.25,HA2,2,Fraser,HSDA21,21,Fraser East,LHA75,75,Mission,LHA214,214,Mission
MIRROR LAKE,COM,49.8833,-116.9,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
MISSION,DM,49.2333,-122.3,HA2,2,Fraser,HSDA21,21,Fraser East,LHA75,75,Mission,LHA214,214,Mission
MIWORTH,COM,53.95,-122.9333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
MOBERLY LAKE,COM,55.8333,-121.7333,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
MOHA,LOC,50.8722,-122.1694,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA29,29,Lillooet,LHA147,147,Lillooet
MONTAGUE HARBOUR,LAN,48.8833,-123.3833,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
MONTE CREEK,COM,50.65,-119.95,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
MONTE LAKE,COM,50.5333,-119.8333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
MONTNEY,LOC,56.45,-120.9167,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
MONTROSE,VIL,49.0833,-117.5833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
MOOSE HEIGHTS,COM,53.0833,-122.5,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
MORESBY CAMP,LAN,53.05,-132.0333,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
MORICETOWN,LOC,55.0333,-127.3333,HA5,5,Northern,HSDA51,51,Northwest,LHA54,54,Smithers,LHA514,514,Smithers
MOUNT BALDY,COM,49.1522,-119.2375,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA13,13,Kettle Valley,LHA127,127,Kettle Valley
MOUNT CURRIE,COM,50.3167,-122.7167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
MOUNT LEHMAN,COM,49.1167,-122.3833,HA2,2,Fraser,HSDA21,21,Fraser East,LHA34,34,Abbotsford,LHA213,213,Abbotsford
MOUNT PLEASANT,NEI,49.2667,-123.1,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA165,165,Midtown,LHA325,325,Vancouver - Midtown
MOUNT ROBSON,COM,53.0347,-119.2319,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
MOUNT WASHINGTON,REC,49.7383,-125.3047,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
MOUNTAIN STATION,COM,49.4833,-117.2833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
MOWGLI ISLAND,ISL,48.9722,-123.6087,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
MOYIE,COM,49.3,-115.8333,HA1,1,Interior,HSDA11,11,East Kootenay,LHA2,2,Cranbrook,LHA112,112,Cranbrook
MUCHALAT,RES,49.6833,-126.1167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA84,84,Vancouver Island West,LHA433,433,Vancouver Island West
MUD RIVER,LOC,53.7667,-123.0167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
MUDGE ISLAND,ISL,49.1333,-123.7833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
MUNCHO LAKE,LOC,58.9333,-125.7667,HA5,5,Northern,HSDA53,53,Northeast,LHA81,81,Fort Nelson,LHA533,533,Fort Nelson
MURDALE,LOC,56.5333,-121,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
MURRAYVILLE,COM,49.0833,-122.6167,HA2,2,Fraser,HSDA23,23,Fraser South,LHA35,35,Langley,LHA231,231,Langley
MUSKWA,LOC,58.7611,-122.6917,HA5,5,Northern,HSDA53,53,Northeast,LHA81,81,Fort Nelson,LHA533,533,Fort Nelson
MYRTLE POINT,COM,49.8,-124.4833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
NADEN,IR,53.95,-132.6833,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
NAHMINT,LAN,49.05,-124.8667,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
NAKUSP,VIL,50.25,-117.8,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA10,10,Arrow Lakes,LHA124,124,Arrow Lakes
NAMU,LOC,51.8667,-127.8667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
NANAIMO,CTY,49.1667,-123.9333,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
NANOOSE BAY,COM,49.2667,-124.2,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA69,69,Qualicum,LHA425,425,Oceanside
NARAMATA,COM,49.6,-119.5833,HA1,1,Interior,HSDA13,13,Okanagan,LHA15,15,Penticton,LHA132,132,Penticton
NARCOSLI CREEK,LOC,52.7347,-122.5389,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
NASS CAMP,COM,55.2833,-128.9833,HA5,5,Northern,HSDA51,51,Northwest,LHA92,92,Nisga'a,LHA518,518,Nisga'a
NATAL,RWY,49.7167,-114.85,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
NAUTLEY,IR,54.0778,-124.6028,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
NAZKO,COM,53,-123.6167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
NECHAKO,COM,54.0583,-128.6333,HA5,5,Northern,HSDA51,51,Northwest,LHA80,80,Kitimat,LHA515,515,Kitimat
NECOSLIE,IR,54.4292,-124.2444,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
NEEDLES,LAN,49.8667,-118.1,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA10,10,Arrow Lakes,LHA124,124,Arrow Lakes
NELSON,CTY,49.5,-117.2833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
NELWAY,LOC,49,-117.2833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
NEMAIAH VALLEY,LOC,51.4833,-123.8833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
NEW AIYANSH,COM,55.2042,-129.0792,HA5,5,Northern,HSDA51,51,Northwest,LHA92,92,Nisga'a,LHA518,518,Nisga'a
NEW BRIGHTON,COM,49.45,-123.4333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
NEW DENVER,VIL,49.9917,-117.3736,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA10,10,Arrow Lakes,LHA124,124,Arrow Lakes
NEW HAZELTON,DM,55.25,-127.5833,HA5,5,Northern,HSDA51,51,Northwest,LHA53,53,Upper Skeena,LHA513,513,Upper Skeena
NEW SETTLEMENT,COM,49.4167,-117.6167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA9,9,Castlegar,LHA123,123,Castlegar
NEW WESTMINSTER,CTY,49.2167,-122.9167,HA2,2,Fraser,HSDA22,22,Fraser North,LHA40,40,New Westminster,LHA221,221,New Westminster
NEWGATE,LOC,49.0333,-115.2,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
NEWLANDS,LOC,54.1,-122.2,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
NEWTON,URB,49.1333,-122.85,HA2,2,Fraser,HSDA23,23,Fraser South,LHA201,201,Surrey,LHA233,233,Surrey
NICHOLSON,COM,51.25,-116.9,HA1,1,Interior,HSDA11,11,East Kootenay,LHA18,18,Golden,LHA116,116,Golden
NICOLA,COM,50.1667,-120.6667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
NICOMEN,RWY,49.1833,-122.1167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA75,75,Mission,LHA214,214,Mission
NIMPKISH,COM,50.3333,-126.9167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
NIMPO LAKE,COM,52.3333,-125.15,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA49,49,Bella Coola Valley,LHA336,336,Bella Coola Valley
NITINAT,COM,48.9167,-124.4833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA66,66,Lake Cowichan,LHA422,422,Cowichan Valley West
NOOTKA,LAN,49.6167,-126.6167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA84,84,Vancouver Island West,LHA433,433,Vancouver Island West
NORALEE,LOC,53.9833,-126.4333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
NORGATE,NEI,49.3167,-123.1167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
NORTH BEND,COM,49.8833,-121.45,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
NORTH BONAPARTE,LOC,51.4,-120.9167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
NORTH BROUGHTON ISLAND,ISL,50.85,-126.8,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
NORTH BULKLEY,COM,54.4833,-126.4833,HA5,5,Northern,HSDA51,51,Northwest,LHA54,54,Smithers,LHA514,514,Smithers
NORTH CAMPBELL RIVER,COM,50.05,-125.2667,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
NORTH COWICHAN,DM,48.8417,-123.6833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
